Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1984-06-01 00:00:00-04:00,1.3515222072601318,1.3634825121360217,1.3515222072601318,1.3515222072601318,7340000,0.0,0.0
1984-06-04 00:00:00-04:00,1.3515222072601318,1.3634825121360217,1.3515222072601318,1.3515222072601318,4067000,0.0,0.0
1984-06-05 00:00:00-04:00,1.3515226000732146,1.3515226000732146,1.339562177658081,1.339562177658081,2089000,0.0,0.0
1984-06-06 00:00:00-04:00,1.41132390499115,1.435244625944289,1.41132390499115,1.41132390499115,1894000,0.0,0.0
1984-06-07 00:00:00-04:00,1.566808819770813,1.5787691236547359,1.566808819770813,1.566808819770813,2078000,0.0,0.0
1984-06-08 00:00:00-04:00,1.6624919176101685,1.6864127565330307,1.6624919176101685,1.6624919176101685,2227000,0.0,0.0
1984-06-11 00:00:00-04:00,1.578769154844307,1.578769154844307,1.5548484325408936,1.5548484325408936,1219000,0.0,0.0
1984-06-12 00:00:00-04:00,1.5548484637341304,1.5548484637341304,1.5428880453109741,1.5428880453109741,670000,0.0,0.0
1984-06-13 00:00:00-04:00,1.6146504878997803,1.626610907509429,1.6146504878997803,1.6146504878997803,1339000,0.0,0.0
1984-06-14 00:00:00-04:00,1.5907295416016578,1.5907295416016578,1.566808819770813,1.566808819770813,680000,0.0,0.0
1984-06-15 00:00:00-04:00,1.6146504878997803,1.626610907509429,1.6146504878997803,1.6146504878997803,704000,0.0,0.0
1984-06-18 00:00:00-04:00,1.6624919176101685,1.6744523370715996,1.6624919176101685,1.6624919176101685,480000,0.0,0.0
1984-06-19 00:00:00-04:00,1.7820955514907837,1.794055970250993,1.7820955514907837,1.7820955514907837,1581000,0.0,0.0
1984-06-20 00:00:00-04:00,1.973461389541626,1.9854218072246526,1.973461389541626,1.973461389541626,2273000,0.0,0.0
1984-06-21 00:00:00-04:00,1.973461330523173,1.973461330523173,1.9495404958724976,1.9495404958724976,2039000,0.0,0.0
1984-06-22 00:00:00-04:00,2.164828062057495,2.176788483464102,2.164828062057495,2.164828062057495,1199000,0.0,0.0
1984-06-25 00:00:00-04:00,2.152866990134532,2.152866990134532,2.140906572341919,2.140906572341919,1579000,0.0,0.0
1984-06-26 00:00:00-04:00,2.2007076740264893,2.212668087693258,2.2007076740264893,2.2007076740264893,1040000,0.0,0.0
1984-06-27 00:00:00-04:00,2.152866990134532,2.152866990134532,2.140906572341919,2.140906572341919,1046000,0.0,0.0
1984-06-28 00:00:00-04:00,2.2485506534576416,2.2605110753844952,2.2485506534576416,2.2485506534576416,563000,0.0,0.0
1984-06-29 00:00:00-04:00,2.427955150604248,2.451875983153695,2.427955150604248,2.427955150604248,1019000,0.0,0.0
1984-07-02 00:00:00-04:00,2.3920741665801297,2.3920741665801297,2.3681533336639404,2.3681533336639404,940000,0.0,0.0
1984-07-03 00:00:00-04:00,2.4159951210021973,2.439915726995438,2.4159951210021973,2.4159951210021973,339000,0.0,0.0
1984-07-05 00:00:00-04:00,2.5355992317199707,2.5475594225232587,2.5355992317199707,2.5355992317199707,1428000,0.0,0.0
1984-07-06 00:00:00-04:00,2.523638636937427,2.523638636937427,2.5116782188415527,2.5116782188415527,728000,0.0,0.0
1984-07-09 00:00:00-04:00,2.4877570362381816,2.4877570362381816,2.463836431503296,2.463836431503296,963000,0.0,0.0
1984-07-10 00:00:00-04:00,2.41599574999216,2.41599574999216,2.4040353298187256,2.4040353298187256,1938000,0.0,0.0
