Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09838945418596268,0.09881721068161238,0.09838945418596268,0.09838945418596268,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09368415545228634,0.09368415545228634,0.0932563990354538,0.0932563990354538,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08683936111701215,0.08683936111701215,0.08641161024570465,0.08641161024570465,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08855036646127701,0.08897812299787768,0.08855036646127701,0.08855036646127701,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09111764281988144,0.09154539356622506,0.09111764281988144,0.09111764281988144,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09667845070362091,0.09710620724828234,0.09667845070362091,0.09667845070362091,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10138379037380219,0.10181231242979176,0.10138379037380219,0.10138379037380219,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10566210746765137,0.10608986425967092,0.10566210746765137,0.10566210746765137,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11122284829616547,0.11165060484512628,0.11122284829616547,0.11122284829616547,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12148967385292052,0.121917430301815,0.12148967385292052,0.12148967385292053,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12320072948932648,0.12362848608149013,0.12320072948932648,0.12320072948932648,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12063421301780831,0.12063421301780831,0.12020646780729294,0.12020646780729294,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11721220260555866,0.11721220260555866,0.11678444594144821,0.11678444594144821,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.1180676519870758,0.11892316493471218,0.1180676519870758,0.1180676519870758,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11592894794059289,0.11592894794059289,0.11550120264291763,0.11550120264291763,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11079505453149949,0.11079505453149949,0.1103672981262207,0.1103672981262207,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10608986425967092,0.10608986425967092,0.10566210746765137,0.10566210746765137,55686400,0.0,0.0
