Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,13.499339266812068,14.016667267257976,13.479817929692794,13.987384796142578,22622300,0.0,0.0
2016-01-05 00:00:00-05:00,14.07523264101983,14.719452567941671,14.016666769993781,14.465668678283691,29806700,0.0,0.0
2016-01-06 00:00:00-05:00,14.153319641646487,14.338776523918456,13.77264381272243,13.880014419555664,26835100,0.0,0.0
2016-01-07 00:00:00-05:00,13.528623546342988,13.928821715823107,13.304123019660258,13.333405494689941,26029200,0.0,0.0
2016-01-08 00:00:00-05:00,13.450533204595988,13.616468742715373,12.972248856309703,13.011292457580566,29064200,0.0,0.0
2016-01-11 00:00:00-05:00,13.050338746368778,13.138187100037461,11.918073145468131,12.230422019958496,43159100,0.0,0.0
2016-01-12 00:00:00-05:00,12.415877342224121,12.92344416024738,12.103527600260001,12.415877342224121,25671300,0.0,0.0
2016-01-13 00:00:00-05:00,12.47444582975356,12.659903687284748,11.625246559717626,11.771660804748535,35319800,0.0,0.0
2016-01-14 00:00:00-05:00,11.791180415607663,11.966877111517983,11.254330124338471,11.73261547088623,35810400,0.0,0.0
2016-01-15 00:00:00-05:00,11.078632313622078,11.38121997751343,10.649151787561472,10.81508731842041,37164600,0.0,0.0
2016-01-19 00:00:00-05:00,11.010307577472165,11.098155927247888,10.453935936723301,10.541784286499023,38131300,0.0,0.0
2016-01-20 00:00:00-05:00,10.131823274109584,10.141584406153354,9.087406348118627,9.809713363647461,65210400,0.0,0.0
2016-01-21 00:00:00-05:00,10.20015157988075,10.639392378847292,9.887802732770853,10.590588569641113,52299100,0.0,0.0
2016-01-22 00:00:00-05:00,10.912697061485932,11.293371934225204,10.619869591851431,10.805326461791992,35091300,0.0,0.0
2016-01-25 00:00:00-05:00,10.795566686493983,10.90293635955877,10.219672857321331,10.229433059692383,23874800,0.0,0.0
2016-01-26 00:00:00-05:00,10.297760009765625,10.463695550587161,10.11230220255431,10.297760009765625,26179500,0.0,0.0
2016-01-27 00:00:00-05:00,10.24895501989269,10.571064960333775,10.073258350243783,10.141585350036621,23013500,0.0,0.0
2016-01-28 00:00:00-05:00,10.229432525837773,10.297759524106691,9.477842991862486,9.653539657592773,37390400,0.0,0.0
2016-01-29 00:00:00-05:00,9.751151064703594,10.785808167520997,9.702346317527402,10.76628589630127,38448100,0.0,0.0
2016-02-01 00:00:00-05:00,10.737001597491489,10.834611075272417,10.258717204285471,10.697957992553711,25824800,0.0,0.0
2016-02-02 00:00:00-05:00,10.541783548115154,10.805327648109724,10.229433778471446,10.336804389953613,22090300,0.0,0.0
2016-02-03 00:00:00-05:00,10.41489156299765,10.600348452646935,9.93660717259473,10.502739906311035,18098100,0.0,0.0
2016-02-04 00:00:00-05:00,10.453935211836303,11.27385184505844,10.444174077899618,10.961502075195312,26164100,0.0,0.0
2016-02-05 00:00:00-05:00,10.883414702432756,11.10791612524901,10.502739793333603,10.737001419067383,22658100,0.0,0.0
2016-02-08 00:00:00-05:00,10.453935657936237,10.502740398829332,9.702345068452392,9.926846504211426,27424400,0.0,0.0
2016-02-09 00:00:00-05:00,9.770670766377012,10.092780709807212,9.516886892500832,9.741387367248535,30178600,0.0,0.0
2016-02-10 00:00:00-05:00,9.838997191856349,10.03421520541046,9.585213308799547,9.663300514221191,22090500,0.0,0.0
2016-02-11 00:00:00-05:00,9.487603058915866,9.712103501356458,9.224058089922739,9.458319664001465,27105700,0.0,0.0
2016-02-12 00:00:00-05:00,9.643779619928624,9.995172060417659,9.253342644067851,9.78043270111084,23857000,0.0,0.0
2016-02-16 00:00:00-05:00,10.11230157787169,10.610108169584532,10.063497776657867,10.551543235778809,27494100,0.0,0.0
2016-02-17 00:00:00-05:00,10.707716444338555,11.37145756202076,10.658911717673151,11.156718254089355,34404700,0.0,0.0
2016-02-18 00:00:00-05:00,11.293372506283436,11.469069183138506,11.049349757706022,11.215285301208496,21616100,0.0,0.0
2016-02-19 00:00:00-05:00,11.117676533282982,11.117676533282982,10.688195983267713,10.89317512512207,17907100,0.0,0.0
2016-02-22 00:00:00-05:00,11.09815648593055,11.166482569918752,10.639393375603714,10.785807609558105,20001700,0.0,0.0
2016-02-23 00:00:00-05:00,10.7370005278392,10.815087729935472,10.141585379136897,10.2391939163208,22686800,0.0,0.0
2016-02-24 00:00:00-05:00,10.004931925671844,10.414890186364323,9.819475060536124,10.385607719421387,18551800,0.0,0.0
2016-02-25 00:00:00-05:00,10.414891740361792,10.483217817047803,9.965889813125909,10.463696479797363,16153900,0.0,0.0
