ticker,earnings_date,original_filename,1_day_return,5_day_return,10_day_return
NVDA,2016-05-12,2016-May-12-NVDA.txt,0.15209451812273844,0.22434672616144702,0.2867174069803695
NVDA,2016-02-17,2016-Feb-17-NVDA.txt,0.08604427306766477,0.15039752400444964,0.19522776840953648
NVDA,2017-05-09,2017-May-09-NVDA.txt,0.17825962072948717,0.3290271356485615,0.3325662536145892
NVDA,2019-08-15,2019-Aug-15-NVDA.txt,0.07252782097770329,0.15265141114273623,0.12364905496494695
NVDA,2020-02-13,2020-Feb-13-NVDA.txt,0.07020465863635672,0.08601089536340342,-0.002025395628199173
NVDA,2016-11-10,2016-Nov-10-NVDA.txt,0.29806729975277296,0.3632878587487339,0.3914853774363339
NVDA,2017-08-10,2017-Aug-10-NVDA.txt,-0.05329615223471794,-0.019849580012356958,0.003614216669369531
NVDA,2019-11-14,2019-Nov-14-NVDA.txt,-0.02669325643855467,0.001858883507407934,0.03389044394963577
NVDA,2019-02-14,2019-Feb-14-NVDA.txt,0.018184084568187774,0.03015589434253852,0.013468247100971737
NVDA,2018-11-15,2018-Nov-15-NVDA.txt,-0.1875584674577051,-0.28356105795729136,-0.1916912617631721
NVDA,2020-08-19,2020-Aug-19-NVDA.txt,0.00020599290353264822,0.05227166498632272,0.1822542907896103
NVDA,2019-05-16,2019-May-16-NVDA.txt,-0.022847868845419617,-0.08034206374227844,-0.1534140075599027
NVDA,2018-05-10,2018-May-10-NVDA.txt,-0.021527785908010487,-0.04774525470631796,-0.04723360578298883
NVDA,2018-02-08,2018-Feb-08-NVDA.txt,0.06693656770049125,0.1332289586743561,0.1313112361356809
NVDA,2020-05-21,2020-May-21-NVDA.txt,0.028602964103076584,0.01142386089230312,0.01695905271589441
NVDA,2018-08-16,2018-Aug-16-NVDA.txt,-0.04902110730361611,0.036513291695986105,0.07971538168449578
NVDA,2017-11-09,2017-Nov-09-NVDA.txt,0.05269832066556721,0.03063482466292612,0.05742617237938173
NVDA,2016-08-11,2016-Aug-11-NVDA.txt,0.05594638331604331,0.04020104222664492,0.03255274262976418
NVDA,2017-02-09,2017-Feb-09-NVDA.txt,-0.02371558928238255,-0.07845030953830182,-0.12710090788085918
